scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.29203170629954106,-0.02824548363119284,-1.46489654758402,1.97552752738073,-1.07714453940265,2.81919063998449,0.069850228405671,-0.789043629709432,-1.19610144945515,0.673654375004339,-1.36372387646135,-2.9328952580311,0.301368829965399,-3.24614143685335,-0.465640147552938,-5.42936187944371,-1.30498291640657,-0.953623442669269,-2.72734300093373,-0.63643691865914,-0.927124072666602,0.048968800272123,0.174099465690177,-0.272505290211891,-0.0315494503920774,-0.406165929676999,0.157768979757404,-0.104392920359594,0.0737955599806211,-0.0415702518454821,1
2.3640661938534278,-0.5374985677477355,-3.05903118555634,-1.88797791532762,0.517719290118226,1.45407168015296,1.48480530460576,-1.194630905692,0.1211856239928,-0.191879708342031,-0.174950934980536,0.732198408860829,0.938357405358584,0.307729743185481,-0.29589659091765,0.412689576462938,0.683088907222549,0.133089526143212,-0.628443259811059,0.704012936047478,0.964752393890463,-0.507863394335941,-0.0834018970716063,0.428494515970393,-0.0168045965880435,0.0589099920293203,-0.077894479148235,-0.322502168986477,-0.0526003643420794,1.12060063800947,0
-0.2921707690168266,-0.0746298913251051,1.2609643461352,0.137513463568452,0.47920995072484,0.634877811824033,-0.619754561176672,-1.02879056286133,-0.0471503643009083,-0.11476442534328,0.286327703106969,-0.0186023026603219,-0.490946145505747,-0.478299416897431,-1.27536108624646,0.555506578014155,1.20661811737334,0.378548563114669,-0.333643524957957,-0.345928930454836,-0.106333007939924,-0.196702427839379,-0.276498360139653,-0.875071597290563,0.155757776588516,0.331131040409333,0.164482186981938,0.100278933564786,-0.0393116625552756,0.015419268839272,0
-0.27840356000556243,0.9176932365375632,2.00384659056815,-0.146048463474826,-1.02129373557265,0.318053268733816,-0.142457270918554,-0.864863349792248,0.0336289255466518,-0.137714766593438,0.353868495615656,0.248849523897793,0.99405350186728,0.896340805853202,-0.563368523720675,0.587075958490599,-0.561704748410955,0.0326571987757377,-0.421835017577709,-0.426355321087279,0.335459483093354,-0.255532873480665,-0.232055221334319,-0.590489445524338,0.351045880085003,0.0035912360662877,-0.372609929096752,0.180108598718822,-0.0747282089449675,-0.0709126944753924,0
-0.29203170629954106,-0.19373452065821908,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1
-0.29203170629954106,0.7921368616194586,-4.1243162505368,3.74859690056241,-7.92650660758866,7.76324179132026,-0.769374580551456,-2.03117088274041,-3.4745494647169,0.107121410006842,-1.55135158957203,-2.4112720149303,4.48003526995735,-8.83250972518326,-1.21516414034012,-13.7256846134361,1.23274441510587,-4.3896876778022,-5.81091981744958,-1.25542240180062,1.11403305037529,-0.181978583306058,0.547096801357099,0.68785388119585,0.429938703679497,-0.620601279432049,-0.369688286259497,0.367348753696039,-2.66476709501523,0.417100621604896,1
0.830343484911695,0.3733139820138495,1.8675507424119,-0.0709339533010516,-1.79171091447265,1.25891570095698,0.56043306740391,-0.613775798324271,0.62241586554476,-0.262971139861782,-0.0239079512802601,0.397289959524066,0.410995516711058,0.837002446424369,-0.409939721052408,0.753657342958443,-1.17136371959284,-0.431344661522285,-0.487049581615458,-0.0267974332546181,0.167218382533303,-0.139704358397557,0.122822373174758,0.376811619723183,-0.117727321588448,-0.3898459733441,0.4404615189397,-0.493915183126964,-0.0335861236968133,-0.063085535936962,0
3.5345570852454453,0.53018893978077,1.52207986461923,-0.51942947320952,-2.58168487999205,0.774741045624737,0.206721720660857,-1.43102011805619,0.757011225164691,-0.444418034237894,0.997921025301102,-1.4294901237515,-0.375466188651408,0.17909486429195,-0.148448551372914,-2.13515486441111,-0.0449156938101637,-0.0553327528802965,1.77869660251824,0.671832434178931,-0.00202115788658,0.361168932269551,0.0196494069605455,-0.211678284664816,-0.24745192402646,-0.279471886713974,0.239646122725123,-0.50839814288348,-0.015551488169813,0.0418807020330689,1
1.0845501321095812,-0.6645591747876595,-27.1436784229495,15.3658043803315,-28.4074244550982,6.37089534679314,-20.0878775718571,-4.66631306343841,-18.7094788213717,17.9035743750222,-3.72227873753244,-8.12096173759343,4.41994345577668,-6.21094112120869,1.06383739513242,-5.84352838067721,-0.108836449172905,-5.60659732565665,-11.7562556050179,-4.71494676131661,0.783577593799492,1.70388764553958,1.79682638880552,-1.96097371657716,-0.90224745220798,0.144011442167384,2.02438803943008,-0.204214065769385,1.33215305903359,0.385890728011147,1
-0.29203170629954106,-0.5378276185243835,1.53284253329552,-0.198513956140556,-0.51044625703394,-0.871665738858125,-0.130993976638223,-0.909911056541034,0.0030982243787547,-0.408859687175763,-1.23762683922516,0.665757412158871,-0.816249827882217,-0.38708503135185,1.21516369625723,-0.12759615972993,0.377536476979408,0.924496637331048,0.0484845676786916,-1.44754991684957,0.948762049986088,0.126990706446292,0.138557917727326,0.415213540184784,-0.268493667737909,-0.387443712016869,0.941578997953753,-0.0345895153638314,-0.0212899172566926,-0.0067675876428236,0
-0.243498817966903,0.6683550105325629,0.1149650477972,0.76676154669164,-0.494132199415659,0.116771978233793,0.86816853524791,-0.477982006349535,0.438495665220681,0.0630733402552484,-0.186207089214194,-0.159325098707444,1.20030360709416,0.281744446861465,-0.623844030466212,-0.658246292064356,-0.155888356613225,0.0562273489244218,0.653662125212474,0.33465531172159,1.02892683645358,0.0621985703923592,-0.284412898740297,-0.706865471630836,0.131404855625717,0.600742122018719,-0.604264275304309,0.26293785502267,0.0991446312768992,0.0108097183119463,1
-0.1988596857182589,0.8522003801711652,-2.03867049889738,2.27882090899812,-2.60502627841693,-1.42264152686802,0.415972988789108,-0.947415628629564,0.391382203863569,1.16244466176174,-0.218816673290097,0.267823372799313,-0.116548449025427,0.345583658190157,-1.15011518643867,1.76036753580325,-0.684182515441955,-0.0229823820540691,-0.257510761109722,0.389173554866311,0.145132881167308,0.0518465314304879,0.247030839979217,0.716528236020653,-0.0120329378619844,0.227803987782191,-0.0191109418709145,0.0991782034699811,0.444311334346375,0.302786108804964,0
0.0065359477124182835,0.6394690530682516,-4.66650010041278,-3.95232008590575,0.206093981663422,5.15352461752314,5.22946888229443,0.939039595033364,-0.63503285991319,-0.704506473585122,-0.234785699547585,4.03143505114991,0.983646778914785,-0.578913742704862,-0.199814214445048,-0.729706928009483,1.26671345577549,-0.842769191467021,-0.10294607389286,-0.597597212831086,1.06015422605258,-2.28613708033687,-0.664263125989277,1.82142163463065,0.113562782266408,-0.759673347196958,-0.50230409927918,0.63063883618903,-0.513880222506685,0.729525850100835,1
13.548463356973993,0.7381137751819328,-1.61187733763361,-0.408409922870926,-3.8297616763406,6.24946176104187,-3.3609216090486,1.14796358238383,1.8584248531717,0.474858318489524,-3.8383988155266,-1.44537495699985,2.11390001406861,-3.25970246526323,-0.315347339360454,-1.80810297319338,-0.741877295217489,-2.98692008764678,-4.81586301103402,-1.27165458831756,1.70168502365985,2.42567742975765,1.24558218578459,0.616382702131439,2.2514388799998,-0.0660963924813517,0.538710327489417,0.541325493308062,-0.136243382191672,-0.0098522563228139,1
-0.25601446252259763,-0.14481172125873673,-0.354436531264995,1.02967544725848,1.2148374947464,-0.229202349438401,0.341293825702831,-0.414451212920737,0.696376578250253,-0.0178750184970109,-0.350927566941896,-0.313973672778708,-1.13510945455073,-0.282393020672827,0.26141496971872,0.0753070634218492,0.900210036567291,0.43925137627627,-0.702858086322646,-0.0887669010950709,0.32913942605831,0.130866434921748,-0.281783762760591,-0.7422779749344,-0.125013246144791,-0.472572125066796,-0.0790569227568302,0.122932704066468,0.264515319225575,0.112706021402992,0
-0.27840356000556243,0.7333777943608923,2.05224206925859,-0.142100555102112,-1.09014248861481,0.420199240057339,-0.214179516249444,-1.15610218570506,0.0931351610115318,-0.244539837044055,0.712325143926664,0.0981516327816269,-0.884753758247894,-0.146769985793238,-1.07808692706509,0.507653720116485,0.212299006512247,-0.110367797434488,-0.166638517650742,-0.818877605098306,0.0818590529518466,-0.303231217642319,-0.296359991666298,-0.768781054983416,0.360438649915515,-0.0443752153425945,-0.352028590766974,0.204856312149638,-0.0750354321665641,-0.0629089374556653,0
-0.03128911138923654,0.8601093506241682,0.119800421480171,0.788073645063828,0.365200372933441,-0.387607948010135,0.452526275847308,-1.03502750517791,1.1210342297086,-0.278813741248679,-0.264081156877578,-0.612390949116546,-0.880933733434474,0.352244037536818,0.428150073716353,0.0775234136321686,-0.472085098476475,-0.114799458206887,-0.450837275804333,-0.74537237603181,-0.118907046814831,-0.126732439265967,-0.189770144541781,-0.493129438473522,0.0888197297521361,0.0419827537903228,-0.494250829041994,-0.0631196228278945,0.0146975914765788,0.040745871605246,0
-0.026282853566958704,-0.6553104976011611,-0.826479380927847,0.359746174873363,1.25835868564554,0.838795566660103,1.46925819133889,1.25845451229031,0.44272659543787,0.158280177162022,-0.299860144898261,0.136888612639601,-0.509400126030101,-0.403374684502462,-0.990693718821951,0.100763719795522,-0.0838732083775117,-0.561985031850705,-0.245904170550391,0.482233713531246,1.79072451939454,0.139787895695359,-0.1401242724306,-0.183491756445111,-0.485070003374784,-1.72184400328978,0.605349653411272,-0.0779689985214586,-0.232810574705985,-0.104542292927478,0
